Country,Year,Metric_type,Value
Belgium,1999.0,Traditional OOH,127.816715853899
Belgium,1999.0,Radio,137.546852057484
Belgium,1999.0,Magazine,189.555267262401
Belgium,1999.0,Newspaper,230.08609892436
Belgium,1999.0,Free TV,465.261575209515
China,1999.0,Display Mobile,0.0
China,1999.0,Other Desktop,0.0
China,1999.0,Other Mobile,0.0
China,1999.0,Search Mobile,0.0
China,1999.0,Social Desktop,0.0
China,1999.0,Social Mobile,0.0
China,1999.0,Video Desktop,0.0
China,1999.0,Video Mobile,0.0
China,1999.0,Digital OOH,0.0445640817531968
China,1999.0,Cinema,0.222820408765984
China,1999.0,Search Desktop,3.44749042568885
China,1999.0,Pay TV,19.3856517271274
China,1999.0,Display Desktop,42.7020596501126
China,1999.0,Magazine,86.8062742187002
China,1999.0,Radio,173.912148732632
China,1999.0,Traditional OOH,445.373433041447
China,1999.0,Newspaper,1473.93829968451
China,1999.0,Free TV,2135.40817598391
Colombia,1999.0,Digital OOH,0.0
Colombia,1999.0,Display Desktop,0.0
Colombia,1999.0,Display Mobile,0.0
Colombia,1999.0,Other Desktop,0.0
Colombia,1999.0,Other Mobile,0.0
Colombia,1999.0,Pay TV,0.0
Colombia,1999.0,Search Desktop,0.0
Colombia,1999.0,Search Mobile,0.0
Colombia,1999.0,Social Desktop,0.0
Colombia,1999.0,Social Mobile,0.0
Colombia,1999.0,Video Desktop,0.0
Colombia,1999.0,Video Mobile,0.0
Colombia,1999.0,Cinema,0.129394674169475
Colombia,1999.0,Traditional OOH,2.72046776408576
Colombia,1999.0,Newspaper,9.68390470803716
Colombia,1999.0,Radio,38.2249448549156
Colombia,1999.0,Magazine,48.233305566559
Colombia,1999.0,Free TV,76.4920449109597
Costa Rica,1999.0,Cinema,0.0
Costa Rica,1999.0,Digital OOH,0.0
Costa Rica,1999.0,Display Desktop,0.0
Costa Rica,1999.0,Display Mobile,0.0
Costa Rica,1999.0,Other Desktop,0.0
Costa Rica,1999.0,Other Mobile,0.0
Costa Rica,1999.0,Pay TV,0.0
Costa Rica,1999.0,Search Desktop,0.0
Costa Rica,1999.0,Search Mobile,0.0
Costa Rica,1999.0,Social Desktop,0.0
Costa Rica,1999.0,Social Mobile,0.0
Costa Rica,1999.0,Video Desktop,0.0
Costa Rica,1999.0,Video Mobile,0.0
Costa Rica,1999.0,Traditional OOH,3.71411727158311
Costa Rica,1999.0,Magazine,8.16640741221502
Costa Rica,1999.0,Radio,22.0261673046601
Costa Rica,1999.0,Newspaper,53.60610350697
Costa Rica,1999.0,Free TV,74.2045460002946
Croatia,1999.0,Cinema,0.0
Croatia,1999.0,Digital OOH,0.0
Croatia,1999.0,Display Desktop,0.0
Croatia,1999.0,Display Mobile,0.0
Croatia,1999.0,Other Desktop,0.0
Croatia,1999.0,Other Mobile,0.0
Croatia,1999.0,Pay TV,0.0
Croatia,1999.0,Search Desktop,0.0
Croatia,1999.0,Search Mobile,0.0
Croatia,1999.0,Social Desktop,0.0
Croatia,1999.0,Social Mobile,0.0
Croatia,1999.0,Video Desktop,0.0
Croatia,1999.0,Video Mobile,0.0
Croatia,1999.0,Radio,11.4852775065193
Croatia,1999.0,Traditional OOH,16.523973426621
Croatia,1999.0,Magazine,19.0483066216851
Croatia,1999.0,Newspaper,27.5867613986248
Croatia,1999.0,Free TV,100.271260895893
Denmark,1999.0,Digital OOH,0.0
Denmark,1999.0,Display Mobile,0.0
Denmark,1999.0,Other Desktop,0.0
Denmark,1999.0,Other Mobile,0.0
Denmark,1999.0,Pay TV,0.0
Denmark,1999.0,Search Desktop,0.0
Denmark,1999.0,Search Mobile,0.0
Denmark,1999.0,Social Desktop,0.0
Denmark,1999.0,Social Mobile,0.0
Denmark,1999.0,Video Desktop,0.0
Denmark,1999.0,Video Mobile,0.0
Denmark,1999.0,Cinema,6.9232000761552
Denmark,1999.0,Display Desktop,7.211666745995
Denmark,1999.0,Radio,27.1158669649412
Denmark,1999.0,Traditional OOH,39.0872337632929
Denmark,1999.0,Magazine,255.148769473303
Denmark,1999.0,Free TV,259.764236190739
Denmark,1999.0,Newspaper,789.100575346773
Ecuador,1999.0,Cinema,0.0
Ecuador,1999.0,Digital OOH,0.0
Ecuador,1999.0,Display Mobile,0.0
Ecuador,1999.0,Other Desktop,0.0
Ecuador,1999.0,Other Mobile,0.0
Ecuador,1999.0,Pay TV,0.0
Ecuador,1999.0,Search Desktop,0.0
Ecuador,1999.0,Search Mobile,0.0
Ecuador,1999.0,Social Desktop,0.0
Ecuador,1999.0,Social Mobile,0.0
Ecuador,1999.0,Video Desktop,0.0
Ecuador,1999.0,Video Mobile,0.0
Ecuador,1999.0,Display Desktop,0.01269474
Ecuador,1999.0,Traditional OOH,0.0680715432685998
Ecuador,1999.0,Magazine,3.304
Ecuador,1999.0,Radio,5.113
Ecuador,1999.0,Free TV,42.1329882352941
Ecuador,1999.0,Newspaper,32.913
Egypt,1999.0,Cinema,0.0
Egypt,1999.0,Digital OOH,0.0
Egypt,1999.0,Display Desktop,0.0
Egypt,1999.0,Display Mobile,0.0
Egypt,1999.0,Free TV,0.0
Egypt,1999.0,Magazine,0.0
Egypt,1999.0,Newspaper,0.0
Egypt,1999.0,Other Desktop,0.0
Egypt,1999.0,Other Mobile,0.0
Egypt,1999.0,Pay TV,0.0
Egypt,1999.0,Radio,0.0
Egypt,1999.0,Search Desktop,0.0
Egypt,1999.0,Search Mobile,0.0
Egypt,1999.0,Social Desktop,0.0
Egypt,1999.0,Social Mobile,0.0
Egypt,1999.0,Traditional OOH,0.0
Egypt,1999.0,Video Desktop,0.0
Egypt,1999.0,Video Mobile,0.0
Estonia,1999.0,Digital OOH,0.0
Estonia,1999.0,Display Mobile,0.0
Estonia,1999.0,Other Desktop,0.0
Estonia,1999.0,Other Mobile,0.0
Estonia,1999.0,Search Desktop,0.0
Estonia,1999.0,Search Mobile,0.0
Estonia,1999.0,Social Desktop,0.0
Estonia,1999.0,Social Mobile,0.0
Estonia,1999.0,Video Desktop,0.0
Estonia,1999.0,Video Mobile,0.0
Estonia,1999.0,Cinema,0.231023354904661
Estonia,1999.0,Display Desktop,0.270613968831703
Estonia,1999.0,Pay TV,0.983224397362099
Estonia,1999.0,Traditional OOH,2.6567685814036
Estonia,1999.0,Radio,5.29428521656514
Estonia,1999.0,Magazine,5.56931302002307
Estonia,1999.0,Free TV,7.95517921502062
Estonia,1999.0,Newspaper,20.9708700136671
France,1999.0,Digital OOH,0.0
France,1999.0,Display Mobile,0.0
France,1999.0,Other Desktop,0.0
France,1999.0,Other Mobile,0.0
France,1999.0,Search Desktop,0.0
France,1999.0,Search Mobile,0.0
France,1999.0,Social Desktop,0.0
France,1999.0,Social Mobile,0.0
France,1999.0,Video Desktop,0.0
France,1999.0,Video Mobile,0.0
France,1999.0,Cinema,73.1552505029423
France,1999.0,Display Desktop,75.3068755177347
France,1999.0,Pay TV,159.220251094639
France,1999.0,Radio,693.899067270556
France,1999.0,Traditional OOH,1293.3245833916
France,1999.0,Newspaper,1988.48849277788
France,1999.0,Magazine,2130.71888944589
France,1999.0,Free TV,2785.27192230389
Germany,1999.0,Digital OOH,0.0
Germany,1999.0,Display Mobile,0.0
Germany,1999.0,Other Desktop,0.0
Germany,1999.0,Other Mobile,0.0
Germany,1999.0,Pay TV,0.0
Germany,1999.0,Search Mobile,0.0
Germany,1999.0,Social Desktop,0.0
Germany,1999.0,Social Mobile,0.0
Germany,1999.0,Video Desktop,0.0
Germany,1999.0,Video Mobile,0.0
Germany,1999.0,Search Desktop,1.95813533129998
Germany,1999.0,Display Desktop,0.0
Germany,1999.0,Cinema,185.42704377481
Germany,1999.0,Traditional OOH,733.392144417071
Germany,1999.0,Radio,743.311135735264
Germany,1999.0,Magazine,3438.60875926543
Germany,1999.0,Free TV,4644.87429130851
Germany,1999.0,Newspaper,8760.7715727303
Greece,1999.0,Digital OOH,0.0
Greece,1999.0,Display Desktop,0.0
Greece,1999.0,Display Mobile,0.0
Greece,1999.0,Other Desktop,0.0
Greece,1999.0,Other Mobile,0.0
Greece,1999.0,Pay TV,0.0
Greece,1999.0,Search Desktop,0.0
Greece,1999.0,Search Mobile,0.0
Greece,1999.0,Social Desktop,0.0
Greece,1999.0,Social Mobile,0.0
Greece,1999.0,Video Desktop,0.0
Greece,1999.0,Video Mobile,0.0
Greece,1999.0,Cinema,18.2199194612783
Greece,1999.0,Radio,53.7921764876542
Greece,1999.0,Newspaper,71.9059851829482
Greece,1999.0,Traditional OOH,80.3628590524243
Greece,1999.0,Magazine,98.49578284068
Greece,1999.0,Free TV,553.349418388472
Hong Kong SAR,1999.0,Digital OOH,0.0
Hong Kong SAR,1999.0,Display Mobile,0.0
Hong Kong SAR,1999.0,Other Desktop,0.0
Hong Kong SAR,1999.0,Other Mobile,0.0
Hong Kong SAR,1999.0,Pay TV,0.0
Hong Kong SAR,1999.0,Search Mobile,0.0
Hong Kong SAR,1999.0,Social Desktop,0.0
Hong Kong SAR,1999.0,Social Mobile,0.0
Hong Kong SAR,1999.0,Video Desktop,0.0
Hong Kong SAR,1999.0,Video Mobile,0.0
Hong Kong SAR,1999.0,Cinema,0.0261075166997325
Hong Kong SAR,1999.0,Search Desktop,2.89257481595305
Hong Kong SAR,1999.0,Radio,12.85293129833
Hong Kong SAR,1999.0,Display Desktop,13.3153006707163
Hong Kong SAR,1999.0,Magazine,73.5746816092769
Hong Kong SAR,1999.0,Traditional OOH,126.60135685816
Hong Kong SAR,1999.0,Newspaper,231.106345084483
Hong Kong SAR,1999.0,Free TV,386.724673460952
India,1999.0,Display Mobile,0.0
India,1999.0,Other Desktop,0.0
India,1999.0,Other Mobile,0.0
India,1999.0,Search Desktop,0.0
India,1999.0,Search Mobile,0.0
India,1999.0,Social Desktop,0.0
India,1999.0,Social Mobile,0.0
India,1999.0,Video Desktop,0.0
India,1999.0,Video Mobile,0.0
India,1999.0,Digital OOH,0.0661767472524705
India,1999.0,Display Desktop,1.96489614143273
India,1999.0,Cinema,3.25836202661501
India,1999.0,Radio,14.8406505962628
India,1999.0,Magazine,22.4200766599157
India,1999.0,Traditional OOH,65.0691590794364
India,1999.0,Free TV,54.2930480892358
India,1999.0,Pay TV,164.145922115479
India,1999.0,Newspaper,179.853737808823
Indonesia,1999.0,Digital OOH,0.0
Indonesia,1999.0,Display Mobile,0.0
Indonesia,1999.0,Other Desktop,0.0
Indonesia,1999.0,Other Mobile,0.0
Indonesia,1999.0,Search Desktop,0.0
Indonesia,1999.0,Search Mobile,0.0
Indonesia,1999.0,Social Desktop,0.0
Indonesia,1999.0,Social Mobile,0.0
Indonesia,1999.0,Video Desktop,0.0
Indonesia,1999.0,Video Mobile,0.0
Indonesia,1999.0,Cinema,0.176319755750936
Indonesia,1999.0,Pay TV,0.209610525594121
Indonesia,1999.0,Display Desktop,0.529769955187694
Indonesia,1999.0,Traditional OOH,3.35007535926778
Indonesia,1999.0,Radio,7.97955601244903
Indonesia,1999.0,Magazine,11.0455664487338
Indonesia,1999.0,Newspaper,51.4630376385971
Indonesia,1999.0,Free TV,104.595652271466
Ireland,1999.0,Digital OOH,0.0
Ireland,1999.0,Display Desktop,0.0
Ireland,1999.0,Display Mobile,0.0
Ireland,1999.0,Other Desktop,0.0
Ireland,1999.0,Other Mobile,0.0
Ireland,1999.0,Pay TV,0.0
Ireland,1999.0,Search Desktop,0.0
Ireland,1999.0,Search Mobile,0.0
Ireland,1999.0,Social Desktop,0.0
Ireland,1999.0,Social Mobile,0.0
Ireland,1999.0,Video Desktop,0.0
Ireland,1999.0,Video Mobile,0.0
Ireland,1999.0,Cinema,4.30325002958484
Ireland,1999.0,Magazine,7.15579747264052
Ireland,1999.0,Radio,53.9229244995868
Ireland,1999.0,Traditional OOH,67.6406983910373
Ireland,1999.0,Free TV,178.438110502757
Ireland,1999.0,Newspaper,194.785728716846
Italy,1999.0,Digital OOH,0.0
Italy,1999.0,Display Mobile,0.0
Italy,1999.0,Other Desktop,0.0
Italy,1999.0,Other Mobile,0.0
Italy,1999.0,Pay TV,0.0
Italy,1999.0,Search Desktop,0.0
Italy,1999.0,Search Mobile,0.0
Italy,1999.0,Social Desktop,0.0
Italy,1999.0,Social Mobile,0.0
Italy,1999.0,Video Desktop,0.0
Italy,1999.0,Video Mobile,0.0
Italy,1999.0,Display Desktop,40.8142427496294
Italy,1999.0,Cinema,62.133062358983
Italy,1999.0,Traditional OOH,307.467214613837
Italy,1999.0,Radio,293.406345142168
Italy,1999.0,Newspaper,1082.75149806891
Italy,1999.0,Magazine,1132.23887340914
Italy,1999.0,Free TV,3871.84921411896
Kazakhstan,1999.0,Digital OOH,0.0
Kazakhstan,1999.0,Display Desktop,0.0
Kazakhstan,1999.0,Display Mobile,0.0
Kazakhstan,1999.0,Other Desktop,0.0
Kazakhstan,1999.0,Other Mobile,0.0
Kazakhstan,1999.0,Pay TV,0.0
Kazakhstan,1999.0,Search Desktop,0.0
Kazakhstan,1999.0,Search Mobile,0.0
Kazakhstan,1999.0,Social Desktop,0.0
Kazakhstan,1999.0,Social Mobile,0.0
Kazakhstan,1999.0,Video Desktop,0.0
Kazakhstan,1999.0,Video Mobile,0.0
Kazakhstan,1999.0,Cinema,0.904615384615384
Kazakhstan,1999.0,Radio,3.44615384615385
Kazakhstan,1999.0,Magazine,4.81846153846154
Kazakhstan,1999.0,Traditional OOH,6.11378468769773
Kazakhstan,1999.0,Newspaper,6.99371626297578
Kazakhstan,1999.0,Free TV,20.2692307692308
Kuwait,1999.0,Cinema,0.0
Kuwait,1999.0,Digital OOH,0.0
Kuwait,1999.0,Display Desktop,0.0
Kuwait,1999.0,Display Mobile,0.0
Kuwait,1999.0,Free TV,0.0
Kuwait,1999.0,Magazine,0.0
Kuwait,1999.0,Newspaper,0.0
Kuwait,1999.0,Other Desktop,0.0
Kuwait,1999.0,Other Mobile,0.0
Kuwait,1999.0,Pay TV,0.0
Kuwait,1999.0,Radio,0.0
Kuwait,1999.0,Search Desktop,0.0
Kuwait,1999.0,Search Mobile,0.0
Kuwait,1999.0,Social Desktop,0.0
Kuwait,1999.0,Social Mobile,0.0
Kuwait,1999.0,Traditional OOH,0.0
Kuwait,1999.0,Video Desktop,0.0
Kuwait,1999.0,Video Mobile,0.0
Latvia,1999.0,Cinema,0.0
Latvia,1999.0,Digital OOH,0.0
Latvia,1999.0,Display Desktop,0.0
Latvia,1999.0,Display Mobile,0.0
Latvia,1999.0,Other Desktop,0.0
Latvia,1999.0,Other Mobile,0.0
Latvia,1999.0,Pay TV,0.0
Latvia,1999.0,Search Desktop,0.0
Latvia,1999.0,Search Mobile,0.0
Latvia,1999.0,Social Desktop,0.0
Latvia,1999.0,Social Mobile,0.0
Latvia,1999.0,Video Desktop,0.0
Latvia,1999.0,Video Mobile,0.0
Latvia,1999.0,Traditional OOH,0.581410469846638
Latvia,1999.0,Radio,0.796978010694372
Latvia,1999.0,Magazine,2.27197870459625
Latvia,1999.0,Free TV,22.8324195434541
Latvia,1999.0,Newspaper,17.111335241934
Lebanon,1999.0,Cinema,0.0
Lebanon,1999.0,Digital OOH,0.0
Lebanon,1999.0,Display Desktop,0.0
Lebanon,1999.0,Display Mobile,0.0
Lebanon,1999.0,Free TV,0.0
Lebanon,1999.0,Magazine,0.0
Lebanon,1999.0,Newspaper,0.0
Lebanon,1999.0,Other Desktop,0.0
Lebanon,1999.0,Other Mobile,0.0
Lebanon,1999.0,Pay TV,0.0
Lebanon,1999.0,Radio,0.0
Lebanon,1999.0,Search Desktop,0.0
Lebanon,1999.0,Search Mobile,0.0
Lebanon,1999.0,Social Desktop,0.0
Lebanon,1999.0,Social Mobile,0.0
Lebanon,1999.0,Traditional OOH,0.0
Lebanon,1999.0,Video Desktop,0.0
Lebanon,1999.0,Video Mobile,0.0
Malaysia,1999.0,Digital OOH,0.0
Malaysia,1999.0,Display Desktop,
Malaysia,1999.0,Display Mobile,0.0
Malaysia,1999.0,Other Desktop,0.0
Malaysia,1999.0,Other Mobile,0.0
Malaysia,1999.0,Search Desktop,
Malaysia,1999.0,Search Mobile,0.0
Malaysia,1999.0,Social Desktop,0.0
Malaysia,1999.0,Social Mobile,0.0
Malaysia,1999.0,Video Desktop,
Malaysia,1999.0,Video Mobile,0.0
Malaysia,1999.0,Cinema,1.54974962174207
Malaysia,1999.0,Traditional OOH,7.99837525900834
Malaysia,1999.0,Radio,17.4987969777256
Malaysia,1999.0,Pay TV,8.5454600007693
Malaysia,1999.0,Magazine,21.7239911633534
Malaysia,1999.0,Free TV,35.8211689831931
Malaysia,1999.0,Newspaper,122.511557598257
Mexico,1999.0,Digital OOH,0.0
Mexico,1999.0,Display Mobile,0.0
Mexico,1999.0,Other Desktop,0.0
Mexico,1999.0,Other Mobile,0.0
Mexico,1999.0,Search Mobile,0.0
Mexico,1999.0,Social Desktop,0.0
Mexico,1999.0,Social Mobile,0.0
Mexico,1999.0,Video Desktop,0.0
Mexico,1999.0,Video Mobile,0.0
Mexico,1999.0,Search Desktop,1.82983613202358
Mexico,1999.0,Display Desktop,2.75346947577815
Mexico,1999.0,Cinema,7.89789392846566
Mexico,1999.0,Magazine,96.2263321887117
Mexico,1999.0,Traditional OOH,177.765855965504
Mexico,1999.0,Pay TV,143.855754395888
Mexico,1999.0,Newspaper,379.257804408638
Mexico,1999.0,Radio,416.151184004203
Mexico,1999.0,Free TV,1212.2239238508
Morocco,1999.0,Cinema,0.0
Morocco,1999.0,Digital OOH,0.0
Morocco,1999.0,Display Desktop,0.0
Morocco,1999.0,Display Mobile,0.0
Morocco,1999.0,Free TV,0.0
Morocco,1999.0,Magazine,
Morocco,1999.0,Newspaper,
Morocco,1999.0,Other Desktop,0.0
Morocco,1999.0,Other Mobile,0.0
Morocco,1999.0,Pay TV,0.0
Morocco,1999.0,Radio,
Morocco,1999.0,Search Desktop,0.0
Morocco,1999.0,Search Mobile,0.0
Morocco,1999.0,Social Desktop,0.0
Morocco,1999.0,Social Mobile,0.0
Morocco,1999.0,Traditional OOH,0.0
Morocco,1999.0,Video Desktop,0.0
Morocco,1999.0,Video Mobile,0.0
Netherlands,1999.0,Digital OOH,0.0
Netherlands,1999.0,Display Mobile,0.0
Netherlands,1999.0,Other Desktop,0.0
Netherlands,1999.0,Other Mobile,0.0
Netherlands,1999.0,Pay TV,0.0
Netherlands,1999.0,Search Desktop,0.0
Netherlands,1999.0,Search Mobile,0.0
Netherlands,1999.0,Social Desktop,0.0
Netherlands,1999.0,Social Mobile,0.0
Netherlands,1999.0,Video Desktop,0.0
Netherlands,1999.0,Video Mobile,0.0
Netherlands,1999.0,Cinema,12.479425085796
Netherlands,1999.0,Display Desktop,41.4187815347541
Netherlands,1999.0,Traditional OOH,136.254020849246
Netherlands,1999.0,Radio,204.991709904293
Netherlands,1999.0,Free TV,728.370940681014
Netherlands,1999.0,Magazine,851.504025756294
Netherlands,1999.0,Newspaper,1327.19591814882
Norway,1999.0,Digital OOH,0.0
Norway,1999.0,Display Desktop,0.0
Norway,1999.0,Display Mobile,0.0
Norway,1999.0,Other Desktop,0.0
Norway,1999.0,Other Mobile,0.0
Norway,1999.0,Pay TV,0.0
Norway,1999.0,Search Desktop,0.0
Norway,1999.0,Search Mobile,0.0
Norway,1999.0,Social Desktop,0.0
Norway,1999.0,Social Mobile,0.0
Norway,1999.0,Video Desktop,0.0
Norway,1999.0,Video Mobile,0.0
Norway,1999.0,Cinema,7.75491456917141
Norway,1999.0,Traditional OOH,18.8590850633841
Norway,1999.0,Radio,42.9909976116112
Norway,1999.0,Magazine,85.0633841631453
Norway,1999.0,Free TV,173.589013411721
Norway,1999.0,Newspaper,587.833915120338
Oman,1999.0,Cinema,0.0
Oman,1999.0,Digital OOH,0.0
Oman,1999.0,Display Desktop,0.0
Oman,1999.0,Display Mobile,0.0
Oman,1999.0,Free TV,0.0
Oman,1999.0,Magazine,0.0
Oman,1999.0,Newspaper,0.0
Oman,1999.0,Other Desktop,0.0
Oman,1999.0,Other Mobile,0.0
Oman,1999.0,Pay TV,0.0
Oman,1999.0,Radio,0.0
Oman,1999.0,Search Desktop,0.0
Oman,1999.0,Search Mobile,0.0
Oman,1999.0,Social Desktop,0.0
Oman,1999.0,Social Mobile,0.0
Oman,1999.0,Traditional OOH,0.0
Oman,1999.0,Video Desktop,0.0
Oman,1999.0,Video Mobile,0.0
Pakistan,1999.0,Cinema,0.0
Pakistan,1999.0,Digital OOH,0.0
Pakistan,1999.0,Display Desktop,0.0
Pakistan,1999.0,Display Mobile,0.0
Pakistan,1999.0,Free TV,0.0
Pakistan,1999.0,Magazine,0.0
Pakistan,1999.0,Newspaper,0.0
Pakistan,1999.0,Other Desktop,0.0
Pakistan,1999.0,Other Mobile,0.0
Pakistan,1999.0,Pay TV,0.0
Pakistan,1999.0,Radio,0.0
Pakistan,1999.0,Search Desktop,0.0
Pakistan,1999.0,Search Mobile,0.0
Pakistan,1999.0,Social Desktop,0.0
Pakistan,1999.0,Social Mobile,0.0
Pakistan,1999.0,Traditional OOH,0.0
Pakistan,1999.0,Video Desktop,0.0
Pakistan,1999.0,Video Mobile,0.0
Panama,1999.0,Digital OOH,0.0
Panama,1999.0,Display Desktop,0.0
Panama,1999.0,Display Mobile,0.0
Panama,1999.0,Other Desktop,0.0
Panama,1999.0,Other Mobile,0.0
Panama,1999.0,Pay TV,0.672691653600357
Panama,1999.0,Search Desktop,0.0
Panama,1999.0,Search Mobile,0.0
Panama,1999.0,Social Desktop,0.0
Panama,1999.0,Social Mobile,0.0
Panama,1999.0,Video Desktop,0.0
Panama,1999.0,Video Mobile,0.0
Panama,1999.0,Cinema,0.458493882403747
Panama,1999.0,Magazine,0.802122505789193
Panama,1999.0,Traditional OOH,4.12644494163372
Panama,1999.0,Radio,9.99930410769054
Panama,1999.0,Free TV,8.42467562601061
Panama,1999.0,Newspaper,11.3774686610309
Philippines,1999.0,Cinema,0.0
Philippines,1999.0,Digital OOH,0.0
Philippines,1999.0,Display Mobile,0.0
Philippines,1999.0,Other Desktop,0.0
Philippines,1999.0,Other Mobile,0.0
Philippines,1999.0,Search Desktop,0.0
Philippines,1999.0,Search Mobile,0.0
Philippines,1999.0,Social Desktop,0.0
Philippines,1999.0,Social Mobile,0.0
Philippines,1999.0,Video Desktop,0.0
Philippines,1999.0,Video Mobile,0.0
Philippines,1999.0,Display Desktop,1.7694238754285
Philippines,1999.0,Traditional OOH,2.67068096688217
Philippines,1999.0,Pay TV,9.44138691436378
Philippines,1999.0,Magazine,21.2221516513582
Philippines,1999.0,Radio,30.5354700019542
Philippines,1999.0,Newspaper,63.6664549540746
Philippines,1999.0,Free TV,180.48923649779
Poland,1999.0,Digital OOH,0.0
Poland,1999.0,Display Desktop,0.0
Poland,1999.0,Display Mobile,0.0
Poland,1999.0,Other Desktop,0.0
Poland,1999.0,Other Mobile,0.0
Poland,1999.0,Search Desktop,0.0
Poland,1999.0,Search Mobile,0.0
Poland,1999.0,Social Desktop,0.0
Poland,1999.0,Social Mobile,0.0
Poland,1999.0,Video Desktop,0.0
Poland,1999.0,Video Mobile,0.0
Poland,1999.0,Cinema,4.02522077046326
Poland,1999.0,Pay TV,19.3611285718224
Poland,1999.0,Radio,75.3939471536132
Poland,1999.0,Traditional OOH,122.518000721875
Poland,1999.0,Newspaper,150.150809972359
Poland,1999.0,Magazine,207.116461768673
Poland,1999.0,Free TV,475.677868923918
Portugal,1999.0,Digital OOH,0.0
Portugal,1999.0,Display Mobile,0.0
Portugal,1999.0,Other Desktop,0.0
Portugal,1999.0,Other Mobile,0.0
Portugal,1999.0,Pay TV,0.0
Portugal,1999.0,Search Desktop,0.0
Portugal,1999.0,Search Mobile,0.0
Portugal,1999.0,Social Desktop,0.0
Portugal,1999.0,Social Mobile,0.0
Portugal,1999.0,Video Desktop,0.0
Portugal,1999.0,Video Mobile,0.0
Portugal,1999.0,Display Desktop,1.83741274935225
Portugal,1999.0,Cinema,4.30325002958484
Portugal,1999.0,Radio,47.9867338128382
Portugal,1999.0,Traditional OOH,73.9609219558277
Portugal,1999.0,Newspaper,105.870598392988
Portugal,1999.0,Magazine,198.140982061356
